"analysis_id","gene_accession_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","pvalue","parameter_name"
"183oss62m0922fm","MGI:1337072","Ier5","C57BL","Late adult","IMPC_CBC_017_001","0.1911637","Triglycerides"
"183x0k5908gv2om","MGI:109424","Abca4","C57BL","Early adult","IMPC_IMM_028_002","0.6891206","Effector CD4+ T helper cells - % of live leukocytes (Panel A)"
"1854348kel7lnox","MGI:2654325","Gba2","C57BL","Early adult","IMPC_XRY_057_001","0.6106982","Kyphosis"
"1854x3hab32vn2m","MGI:1922828","Fggy","C57BL","Early adult","IMPC_HEM_032_001","0.6626164","Lymphocyte cell count"
"18599591r37505x","MGI:1923676","Fam209","C57BL","Early adult","ESLIM_008_001_016","0.7105137","Trunk curl"
"185z089jb38wnkm","MGI:98960","Wnt6","C57BL","Early adult","JAX_HBD_001_001","0.857259","Total holepokes"
"1864ayc9yc4iy6a","MGI:2677271","Slc24a5","C57BL","Early adult","IMPC_CBC_014_001","0.4841956","Alkaline phosphatase"
"18652dflg44882m","MGI:1913692","Spc25","C57BL","E9.5","IMPC_GRS_010_001","0.6514621","Forelimb grip strength normalised against body weight"
"1865m904hg2b5aa","MGI:107363","Stxbp1","C57BL","E9.5","IMPC_XRY_021_001","0.5506148","Humerus"
"186kmotyk9978um","MGI:1916987","Ttl","C57BL","E12.5","IMPC_XRY_012_001","0.9446969","Pelvis"
"18705pj1yed4x1x","MGI:1919128","Fam83d","C57BL","Early adult","MGP_MLN_075_001","0.4670005","Resting CD8+ T cells - % of CD45+"
"187rhw3q03gu5km","MGI:1920199","Ccnt2","C57BL","Early adult","IMPC_CSD_030_001","0.1750292","Tremor"
"1883nv72x4k0cba","MGI:1924256","Ddrgk1","C57BL","Early adult","ESLIM_013_001_004","0.6329256","Left retina pigmentation"
"1886522d607ps0x","MGI:1917120","Polr3gl","C57BL","Early adult","IMPC_CSD_032_001","0.3585894","Locomotor activity"
"188y5739787unha","MGI:2443564","Ambra1","C57BL","E12.5","IMPC_CSD_036_001","0.1098502","Startle response"
"189177nf933erom","MGI:1914454","Eif2s2","C57BL","E12.5","MGP_MLN_075_001","0.4135894","Resting CD8+ T cells - % of CD45+"
"18957f93l762txa","MGI:1915862","Ube2c","C57BL","Early adult","KMPCLA_GRS_010_001","0.2427265","Forelimb grip strength normalised against body weight"
"1896l539880200m","MGI:97850","Raly","C57BL","Early adult","ESLIM_015_001_011","0.06790835","Iron"
"189g6uxo468hfpx","MGI:1927580","Bloc1s6","C57BL","Early adult","IMPC_HEM_004_001","0.7216687","Hematocrit"
"189w32iabn825lm","MGI:97850","Raly","C57BL","Early adult","IMPC_ECH_013_001","0.907332","HR"
"18b3047ufl9cr0x","MGI:2443564","Ambra1","C57BL","Early adult","UCD_OWT_029_001","0.9817191","Body length"
"18dj5d692nqgo7a","MGI:1916987","Ttl","C57BL","Early adult","CCP_XRY_003_001","0.7939008","Maxilla/Pre-maxilla"
"18h9ug6uko564nm","MGI:1353665","Usp21","C57BL","Early adult","MGP_CSD_008_001","0.3972058","Startle response"
"18kado1270v2uym","MGI:1913746","Ppdpf","C57BL","Early adult","ESLIM_015_001_002","0.9434201","Urea"
"18lh2q98w62k0nx","MGI:1919880","Hspa12b","C57BL","Early adult","IMPC_HEM_031_001","0.2162341","Lymphocyte differential count"
"18lu28g9hj25xom","MGI:2685195","Zbtb34","C57BL","Early adult","IMPC_IMM_028_002","0.9217623","Effector CD4+ T helper cells - % of live leukocytes (Panel A)"
"18o7xnrqcgfi83a","MGI:2140259","Zmynd12","C57BL","Early adult","ESLIM_008_001_007","0.7136538","Transfer arousal"
"18plr4a4y810ufx","MGI:1339968","Cth","C57BL","Early adult","MGP_IMM_009_001","0.1802822","Total Treg cells - % of CD4+"
"18rz33j495b4x3x","MGI:3588202","Garin4","C57BL","Early adult","IMPC_HEM_030_001","0.8913558","Neutrophil cell count"
"18sg497u1m10lva","MGI:1859866","Cdc20","C57BL","E12.5","IMPC_EYE_027_001","0.8604207","Persistence of hyaloid vascular system"
"18uz454bng1qg7a","MGI:1920199","Ccnt2","C57BL","E18.5","JAX_LDT_002_001","0.3927324","Light side time spent"
"191168ed9691ysa","MGI:1201673","Shox2","C57BL","E9.5","IMPC_XRY_019_001","0.6689866","Fusion of vertebrae"
"191o302051juzhx","MGI:107171","Ppp3r2","C57BL","Early adult","MGP_IMM_116_001","0.6657961","Plasma cells - % of CD45+"
"191wc707e94w1oa","MGI:1924817","Tram2","C57BL","Early adult","JAX_OFD_022_001","0.09599577","Percentage center time"
"19470qt3y27o8ix","MGI:107191","Bmpr1b","C57BL","Early adult","ESLIM_011_001_002","0.5897107","PP1 startle magnitude"
"19487t7926tuy2a","MGI:1346086","Aplnr","C57BL","Early adult","IMPC_CSD_023_001","0.2980649","Vibrissae - presence"
"194lz11q2enx9va","MGI:1351315","Eloa","C57BL","Early adult","M-G-P_026_001_003","0.4528414","Coat intact"
"195t43k84v5147m","MGI:97565","Pgm1","C57BL","E12.5","IMPC_XRY_033_001","0.6655523","Tibia length"
"196fnsw8bj8499m","MGI:1921263","Rftn2","C59BL","Early adult","IMPC_HEM_005_001","0.5123047","Mean cell volume"
"196lyr4bmv36mpx","MGI:1890510","Atp6v0b","C57BL","Early adult","IMPC_GRS_010_001","0.06770778","Forelimb grip strength normalised against body weight"
"197a5989or46agm","MGI:1919369","Tpx2","C57BL","Early adult","IMPC_HEM_037_001","0.8713923","Basophil cell count"
"197ou4178zo7h2x","MGI:1922423","Tex38","C57BL","Early adult","IMPC_HEM_002_001","0.09664575","Red blood cell count"
"1980048gxy78vfx","MGI:107363","Stxbp1","C57BL","E18.5","IMPC_CBC_001_001","0.1252744","Sodium"
"198kzm1h199ho7a","MGI:2448514","R3hdm1","C57BL","Early adult","IMPC_FEA_106_001","0.6971886","Difference in Cue Tone and Cue Baseline % Freezing"
"1995j5tnl9fc78x","MGI:97565","Pgm1","C57BL","E12.5","JAX_ROT_002_001","0.727308","Average duration"
"1999cuqztsu28gx","MGI:1924817","Tram2","C57BL","Early adult","IMPC_CBC_014_001","3.403112e-06","Alkaline phosphatase"
"19bp4g29e278y3m","MGI:2676312","Abca12","C57BL","E18.5","IMPC_GEM_029_001","0.07926188","Tail Morphology"
"19lg9roq249v08m","MGI:95777","Gnas","129SV","Early adult","IMPC_EYE_083_001","0.6321528","Vitreous"
"19md5781h6w8ktx","MGI:2444631","Bltp1","C57BL","E15.5","M-G-P_026_001_003","0.9194759","Coat intact"
"19r9ot73j4io1hm","MGI:1353435","Fbxw2","C57BL","Early adult","IMPC_EYE_068_001","0.8258598","Left total retinal thickness"
"19tu0b5ex24a8bx","MGI:1860511","Heyl","C57BL","Early adult","CCP_XRY_004_001","0.561857","Mandibles"
"19u83l4i7pifi3m","MGI:1922387","Rprd2","C57BL","E12.5","IMPC_OFD_010_001","0.7330954","Periphery distance travelled"
"19w37g5932o9yna","MGI:103300","Rbl1","C57BL","Early adult","ESLIM_005_001_005","0.7807405","Bone Mineral Content"
"19wt83tbpvs01im","MGI:3617846","Ankrd34a","C57BL","Early adult","IMPC_CSD_024_001","0.6903691","Vibrissae - appearance"
"19x6478211ha2ra","MGI:2443564","Ambra1","C57BL","E12.5","IMPC_OFD_014_001","0.6281299","Center distance travelled"
"19zqx01y2x13gqx","MGI:1914199","Trim59","C57BL","E18.5","MGP_IMM_128_001","0.9095517","Conventional DC (cDC) - % of CD45+"
"19zs75c0821c14m","MGI:1914542","Pigc","C57BL","Early adult","IMPC_OFD_013_001","0.1674366","Periphery average speed"
"1a04m07ama1vj7a","MGI:98386","Sptan1","C57BL","E9.5","JAX_LDT_002_001","0.2738471","Light side time spent"
"1a1783283teu6ha","MGI:2444681","Hhat","C57BL","Early adult","M-G-P_025_001_005","0.7987898","Potassium"
"1a225z84ui29yem","MGI:1927753","Inpp5e","C57BL","Early adult","IMPC_OFD_020_001","0.5695881","Distance travelled - total"
"1a368297t53e2wx","MGI:1920484","Snorc","C57BL","Early adult","IMPC_GEO_019_001","0.2163953","Embryo Size"
"1au474egzs58b1x","MGI:104899","Mob4","C57BL","E9.5","IMPC_ABR_012_001","0.6705067","30kHz-evoked ABR Threshold"
"1b29u841iv8850x","MGI:1927753","Inpp5e","C57BL","E15.5","JAX_PLC_004_001","0.5644783","Glucose"
"1b3si9j9qg5ko9x","MGI:1919369","Tpx2","C57BL","E9.5","MGP_IMM_077_001","0.4136491","Effector Treg cells - % of CD45+"
"1b4ed99hmhf4l8x","MGI:2685195","Zbtb34","C57BL","E9.5","MGP_IMM_077_001","0.1680776","Effector Treg cells - % of CD45+"
"1b5c2f6336j508m","MGI:1922776","Eppin","C57BL","Early adult","IMPC_IMM_028_002","0.5702068","Effector CD4+ T helper cells - % of live leukocytes (Panel A)"
"1b68zzc8738s22m","MGI:1859866","Cdc20","C57BL","E9.5","CCP_XRY_004_001","0.09423866","Mandibles"
"1b87cj26r6bmb4x","MGI:97565","Pgm1","C57BL","Early adult","IMPC_FEA_003_001","0.07618972","Conditioning Baseline % Freezing Time"
"1b91s635p1sd1wa","MGI:1341907","Fjx1","C57BL","Early adult","JAX_HBD_001_001","0.8606","Total holepokes"
"1b9ur89vte170ha","MGI:107363","Stxbp1","C57BL","Early adult","IMPC_ECH_012_001","0.5078944","LVPWs"
"1bj9c23aohthclx","MGI:3590554","Firrm","C57BL","Early adult","IMPC_GEP_005_002","0.8243842","Responsive to tactile stimuli"
"1bl557d831hy1yx","MGI:2684789","Lrsam1","C57BL","Early adult","ESLIM_020_001_002","0.7078772","Heart weight"
"1bw89y5420423zx","MGI:1341898","Nmur1","C57BL","Early adult","IMPC_CSD_033_001","0.8530477","Gait"
"1c05850zr62d0mx","MGI:106925","Cldn11","C57BL","Early adult","IMPC_GEL_058_001","0.3463776","Heart morphology"
"1c20219kmw2792x","MGI:1919300","Poglut2","C57BL","Early adult","JAX_HBD_001_001","0.9014667","Total holepokes"
"1c211m0157cal0x","MGI:1916987","Ttl","C57BL","Early adult","IMPC_EYE_023_001","0.6912475","Optic Disc"
"1c2cr705p288jya","MGI:3588202","Garin4","C56BL","Early adult","CCP_XRY_004_001","0.5147733","Mandibles"
"1c2ivo104491edm","MGI:101770","Bfsp1","C57BL","Early adult","MGP_IMM_086_001","0.6600564","CD5+ gd T cells - % of CD45+"
"1c5e6ktsn6v71la","MGI:98386","Sptan1","C57BL","Early adult","IMPC_FEA_106_001","0.646405","Difference in Cue Tone and Cue Baseline % Freezing"
"1cbh67h79y3lb3a","MGI:2385213","Pdik1l","C57BL","Early adult","IMPC_ECG_010_001","0.893679","HRV"
"1cc20310lh2pc5x","MGI:98960","Wnt6","C57BL","E12.5","JAX_LDT_003_001","0.214748","Time mobile light side"
"1cdx3el8ox6834m","MGI:1924933","Ehmt1","C57BL","Early adult","M-G-P_016_001_006","0.5684209","Mean-corpuscular-haemoglobin"
"1ci7w1t20jvcjoa","MGI:98386","Sptan1","C57BL","E9.5","IMPC_GRS_008_001","0.9120494","Forelimb grip strength measurement mean"
"1ciwfrc00b521va","MGI:95777","Gnas","129SV","Early adult","IMPC_HEM_027_001","0.1283134","Red blood cell distribution width"
"1cn596e09459t0a","MGI:107341","Ctss","C57BL","Early adult","CCP_XRY_020_001","0.7730073","Processes on vertebrae"
"1cqu79h4707wtma","MGI:1914210","Mindy3","C57BL","Early adult","CCP_LDT_003_001","0.202969","Time mobile light side"
"1cu1e99jyxd575m","MGI:1916732","Nup35","C57BL","Early adult","IMPC_OFD_013_001","0.5899252","Periphery average speed"
"1d0930ivkps3psm","MGI:1919051","Plekhf2","C57BL","Early adult","IMPC_EYE_088_001","0.7552174","Left vitreous humour thickness"
"1d162948l8w182a","MGI:1913423","Ccdc107","C57BL","Early adult","IMPC_GEM_075_001","0.1017358","Delayed embryonic development"
"1d23djy5336274x","MGI:1922946","Prpf6","C57BL","Early adult","IMPC_OFD_012_001","0.356036","Periphery permanence time"
"1d254e9s50syg8m","MGI:88015","Ampd1","C57BL","E15.5","IMPC_HEM_003_001","0.1243791","Hemoglobin"
"1d588ek99nr78xm","MGI:1859866","Cdc20","C57BL","Early adult","IMPC_XRY_060_001","0.2382011","Transitional vertebrae"
"1d625ffs0o8sdfm","MGI:2140361","Slc35d1","C57BL","E18.5","UCDLA_EYE_083_001","0.8792187","Vitreous"
"1d99g693kuy440x","MGI:1920199","Ccnt2","C57BL","Early adult","MGP_CSD_026_001","0.171183","Ventral coat/hair colour"
"1dd4p5lxknyr20x","MGI:106637","Slc30a2","C57BL","E9.5","IMPC_XRY_033_001","0.9847978","Tibia length"
"1dka7sc69zr9u3x","MGI:97565","Pgm1","C57BL","E9.5","ESLIM_011_001_005","0.4542368","PP4 startle magnitude"
"1dkh46p91155y0x","MGI:1916428","Snx5","C57BL","Early adult","ESLIM_008_001_002","0.3720762","Tremor"
"1dlbx9a90b7pvqm","MGI:1914199","Trim59","C57BL","E18.5","JAX_HBD_001_001","0.9211662","Total holepokes"
"1e28iz4qm38dx9m","MGI:1919471","Cimip1","C57BL","Early adult","IMPC_OFD_013_001","0.5000785","Periphery average speed"
"1e34947v9i9l91a","MGI:3045320","Mgat4f","C57BL","Early adult","IMPC_IMM_032_002","0.5609391","Effector CD8+ T cells - % of live leukocytes (Panel A)"
"1e6kuc0818yc53a","MGI:107341","Ctss","C57BL","Early adult","IMPC_GRS_010_001","0.2284542","Forelimb grip strength normalised against body weight"
"1e73rixy5yr86ga","MGI:1309469","Casq2","C57BL","E12.5","IMPC_IMM_014_002","0.5064764","Treg cells - % of live leukocytes (Panel A)"
"1eb5162nllg004x","MGI:1346086","Aplnr","C57BL","Early adult","IMPC_CSD_023_001","0.2980649","Vibrissae - presence"
"1eie59bu6202ucx","MGI:88015","Ampd1","C57BL","Early adult","CCP_XRY_061_001","0.6683464","Fusion of processes"
"1el3p547802z73x","MGI:1096385","Bcan","C57BL","Late adult","IMPC_HEM_031_001","0.7395155","Lymphocyte differential count"
"1em15y9b24zokxm","MGI:2442792","Cdh7","C57BL","Early adult","ESLIM_021_001_005","0.7944066","HDL-cholesterol"
"1enlydh9t6ku98x","MGI:1916428","Snx5","C57BL","Early adult","ESLIM_015_001_004","0.7141345","Sodium"
"1epep55r490269a","MGI:3617846","Ankrd34a","C57BL","Early adult","CCP_XRY_019_001","0.1035312","Fusion of vertebrae"
"1euvm973651enam","MGI:1919084","Zbtb43","C57BL","Early adult","MGP_CSD_068_001","0.9680995","Vibrissae"
"1ex6d683j456y9m","MGI:2444631","Bltp1","C57BL","E12.5","IMPC_GEO_017_002","0.4569733","Facial Cleft"
"1ey3t63h2j2gr2a","MGI:2153070","Synpo2","C57BL","Early adult","IMPC_DXA_010_001","0.9299895","Bone Area"
"1ezd29dbag8j92m","MGI:1920199","Ccnt2","C57BL","E12.5","MGP_IMM_004_001","0.3799016","Total CD4+ T cells - % of ab T cells"
"1f2q2w64430672a","MGI:98960","Wnt6","C57BL","E12.5","MGP_MLN_012_001","0.6603265","Total CD8+ T cells - % of ab T cells"
"1f40jeta4gge2hx","MGI:2139461","Tmem62","C57BL","Early adult","IMPC_OFD_022_001","0.544266","Percentage center time"
"1fc9kq5xhc93baa","MGI:1919300","Poglut2","C57BL","Early adult","IMPC_GRS_008_001","0.1791136","Forelimb grip strength measurement mean"
"1foq52ifs73m8dm","MGI:97898","Ren1","C57BL","Early adult","M-G-P_026_001_003","0.9617187","Coat intact"
"1g10fj71252721m","MGI:1095412","Unc5c","C57BL","Early adult","IMPC_GEP_030_002","0.6017967","Edema"
"1gb909430z3140m","MGI:3590554","Firrm","C57BL","Early adult","MGP_IMM_019_001","0.1596012","CD5+ gd T cells - % of gd T cells"
"1h27f183625935m","MGI:1919369","Tpx2","C57BL","E9.5","IMPC_CBC_023_001","0.3518725","Alpha-amylase"
"1hcjsu701q6ue1m","MGI:98397","Src","129SV","Early adult","IMPC_XRY_022_001","0.3940247","Radius"
"1hd5546v31ud8sa","MGI:97803","Ptma","C57BL","E12.5","MGP_CSD_008_001","0.4658631","Startle response"
"1hr90b094zd298m","MGI:101770","Bfsp1","C57BL","Early adult","IMPC_GPO_002_001","0.7482478","Placenta Morphology"
"1hzm776fwdd352a","MGI:1343489","Mpdz","C57BL","Early adult","MGP_IMM_005_001","0.2290564","CD4+ T helper cells - % of CD4+"
"1i54503a84z4l7a","MGI:107341","Ctss","C57BL","Early adult","JAX_OFD_010_001","0.191113","Periphery distance travelled"
"1ihs5t9hnnm11ha","MGI:1351315","Eloa","C57BL","Early adult","JAX_OFD_009_001","0.3544137","Whole arena average speed"
"1it3465e07h44vm","MGI:1923676","Fam209","C57BL","Early adult","IMPC_HWT_002_001","0.7820551","Tibia length"
"1j4eaqd13z163km","MGI:1347355","Slc7a11","C57BL","Early adult","IMPC_IMM_040_002","0.6202942","Effector CD4+ NKT cells - % of live leukocytes (Panel A)"
"1ji37321k362csa","MGI:2443925","Thsd7b","C57BL","Early adult","JAX_LDT_009_001","0.4415124","Percent time in light"
"1jo77f4g085n6va","MGI:2684789","Lrsam1","C57BL","Early adult","JAX_OFD_016_001","0.2992131","Center permanence time"
"1jtr0a9t5qw30km","MGI:88015","Ampd1","C57BL","Early adult","IMPC_EYE_008_001","0.2400157","Corneal opacity"
"1jv4s1cbvm399oa","MGI:1339968","Cth","C57BL","Early adult","MGP_IMM_093_001","0.6888772","Resting CD4- NKT cells - % of CD45+"
"1k01jzlxy09ujtm","MGI:98960","Wnt6","C57BL","E12.5","IMPC_XRY_006_001","0.9228384","Scapulae"
"1k09rt15m0z739a","MGI:1309469","Casq2","C57BL","E12.5","IMPC_GEM_025_002","0.1065407","Pallor"
"1k2j2vn68nam8aa","MGI:1924265","Mpped2","C57BL","Early adult","IMPC_GEP_030_002","0.4641273","Edema"
"1k33353df29hola","MGI:1924232","Vxn","C57BL","Early adult","IMPC_GRS_010_001","0.132297","Forelimb grip strength normalised against body weight"
"1kc411z6m7z0x1m","MGI:1915862","Ube2c","C57BL","Early adult","IMPC_XRY_022_001","0.1763052","Radius"
"1kq3fwg3a19l62a","MGI:1891259","Lrat","C57BL","Early adult","IMPC_HEM_005_001","0.1942452","Mean cell volume"
"1kxsv139n3j4c8m","MGI:2443564","Ambra1","C57BL","E12.5","IMPC_XRY_060_001","0.93592","Transitional vertebrae"
"1l061us0951yrwm","MGI:1915599","Ndufs3","C57BL","Early adult","ESLIM_008_001_016","0.5053524","Trunk curl"
"1l5vf3jq9a408cm","MGI:1337072","Ier5","C57BL","Late adult","CCP_XRY_005_001","0.9274098","Teeth"
"1l77h406n6zzusa","MGI:1913882","Dph6","C57BL","Early adult","IMPC_CSD_029_001","0.9137527","Activity (body position)"
"1lkmdpi0l14284m","MGI:1913420","Chchd5","C57BL","Early adult","IMPC_OFD_022_001","1.45246","Percentage center time"
"1lt7b96x502249m","MGI:109424","Abca4","C57BL","Early adult","M-G-P_025_001_001","0.5481506","Glucose"
"1lu1187cv011aga","MGI:2444681","Hhat","C57BL","Early adult","JAX_OFD_022_001","0.05447352","Percentage center time"
"1m9zr36b5e13u1a","MGI:1309469","Casq2","C57BL","E12.5","IMPC_OFD_007_001","0.5381204","Whole arena resting time"
"1mw275jr0l5k2jm","MGI:3611233","Tox2","C57BL","Early adult","MGP_IMM_128_001","0.5236906","Conventional DC (cDC) - % of CD45+"
"1n4sd0p0085ydqa","MGI:1916428","Snx5","129SV","Early adult","ESLIM_005_001_004","0.775622","Bone Mineral Density (excluding skull)"
"1n704293o6c5d2m","MGI:1916732","Nup35","C57BL","Early adult","MGP_IMM_077_001","0.3527985","Effector Treg cells - % of CD45+"
"1n77457rcl2g71a","MGI:1913491","Tmem9","C57BL","Early adult","IMPC_XRY_021_001","0.7023583","Humerus"
"1n83880b5x2443m","MGI:2387617","Obp2a","C57BL","Early adult","IMPC_GEL_011_001","0.5120156","Embryo turning"
"1o19d4kg1yn002a","MGI:1343489","Mpdz","C57BL","Early adult","ESLIM_016_001_005","0.8171846","Mean cell volume"
"1o2895it902t3aa","MGI:1916987","Ttl","C57BL","E12.5","IMPC_CSD_038_001","0.9461346","Trunk curl"
"1o80s21xs2m0y9m","MGI:98960","Wnt6","C57BL","E15.5","IMPC_DXA_003_001","0.5360749","Lean mass"
"1on3lej4he4ce8m","MGI:1891259","Lrat","C57BL","Early adult","JAX_OFD_009_001","0.3102131","Whole arena average speed"
"1opg071os4lyy8m","MGI:1920199","Ccnt2","C57BL","E12.5","IMPC_HWT_002_001","0.8310057","Tibia length"
"1p83717hdbjr05a","MGI:3611233","Tox2","C57BL","Early adult","IMPC_FEA_003_001","0.2197486","Conditioning Baseline % Freezing Time"
"1p8ka21750m65km","MGI:97383","Ntrk1","C57BL","Early adult","ESLIM_008_001_007","0.8759582","Transfer arousal"
"1pr88928lqrzb2m","MGI:1923073","Fam227b","C57BL","Early adult","CCP_XRY_002_001","0.8249332","Zygomatic bone"
"1prd3n65685386m","MGI:104899","Mob4","C57BL","E9.5","IMPC_GEM_069_001","0.1460221","Hindbrain morphology"
"1pt77p9c74eiaam","MGI:1927241","Wdr12","C57BL","E12.5","ESLIM_020_001_002","0.8200514","Heart weight"
"1pto9wfr7jxfo5m","MGI:1918066","Rpusd2","C57BL","Early adult","IMPC_GEO_017_002","0.8934641","Facial Cleft"
"1py169t45z09f5a","MGI:99218","Cdh4","C57BL","Early adult","IMPC_OFD_009_001","0.6050016","Whole arena average speed"
"1q072pq8yg73w4a","MGI:1915643","Mogat1","C57BL","Late adult","IMPC_DXA_005_001","0.8585063","Bone Mineral Content (excluding skull)"
"1q1xq680wmr793m","MGI:2685195","Zbtb34","C57BL","Early adult","IMPC_CBC_020_001","0.3414773","Fructosamine"
"1qg1n26p8274a8m","MGI:1915643","Mogat1","C57BL","Late adult","CCP_LDT_007_001","0.8872302","Percent time in dark"
"1qh74k2nncqwrja","MGI:1891259","Lrat","C57BL","Early adult","IMPC_GEO_017_002","0.8542065","Facial Cleft"
"1qv6sn38y5qfk4m","MGI:102519","Cst3","C57BL","E12.5","MGP_MLN_079_001","0.447663","CD5+ gd T cells - % of CD45+"
"1qv6ur7th43am9a","MGI:98960","WNT6","C57BL","E12.5","MGP_CSD_008_001","0.4502938","Startle response"
"1r5b5p1bg63ji5a","MGI:1917120","Polr3gl","C57BL","E18.5","IMPC_DXA_006_001","0.7519874","Body length"
"1r8d16ho2w1vogm","MGI:104708","Cct3","C57BL","E9.5","MGP_IMM_077_001","0.3148828","Effector Treg cells - % of CD45+"
"1r95019n7mrca8a","MGI:2444824","Sirpb1a","C57BL","Early adult","IMPC_CSD_079_001","0.627786","Aggression"
"1rka56m3d4k0o3a","MGI:1927580","Bloc1s6","C57BL","Early adult","IMPC_XRY_022_001","0.5313699","Radius"
"1ru23tad1ur785m","MGI:2679420","Pak6","C57BL","Early adult","IMPC_GEM_068_001","0.606177","Forebrain morphology"
"1s05ef3938lg6um","MGI:3588202","Garin4","C57BL","Early adult","IMPC_GEO_064_001","0.2265123","Edema"
"1s08216916lpx1m","MGI:1915599","Ndufs3","C57BL","Early adult","IMPC_EYE_082_001","0.6709086","Iris transilumination"
"1s122325f3832um","MGI:95777","Gnas","129SV","Early adult","JAX_LDT_009_001","0.188334","Percent time in light"
"1s2dz6sq99o5u8a","MGI:2139461","Tmem62","C57BL","Early adult","IMPC_HEM_032_001","0.8000219","Lymphocyte cell count"
"1t5v881w9y0935a","MGI:3617846","Ankrd34a","C57BL","Early adult","ESLIM_008_001_007","0.9138568","Transfer arousal"
"1t5vmv2d1qu37ja","MGI:107171","Ppp3r2","C57BL","Early adult","UCDLA_HEM_002_001","0.1725158","Red blood cell count"
"1tj0lg2l8nn821a","MGI:1095412","Unc5c","C57BL","Late adult","IMPC_ECH_012_001","0.8054769","LVPWs"
"1tkkq572p68328a","MGI:2151053","Serpinb7","C57BL","Early adult","MGP_MLN_076_001","0.6099115","Naive CD8+ T cells - % of CD45+"
"1u60222742615ba","MGI:2158201","Acot8","C57BL","Early adult","IMPC_GEO_015_001","0.05454005","Head shape"
"1u8t8ig788swi7a","MGI:1918316","Hsfy2","C57BL","Early adult","IMPC_CBC_025_001","0.9953036","LDL-cholesterol"
"1uj03q4h5258awa","MGI:1343489","Mpdz","C57BL","Early adult","IMPC_OFD_009_001","0.7209207","Whole arena average speed"
"1unl0983fr7t26a","MGI:1931071","Sec61a2","C57BL","Early adult","ESLIM_008_001_007","0.5677272","Transfer arousal"
"1v728t47605h0ja","MGI:104899","Mob4","C57BL","Early adult","UCD_OWT_003_001","0.9324211","Spleen weight"
"1w17r0zio5zf18a","MGI:1353665","Usp21","C57BL","Early adult","IMPC_ECH_013_001","0.7464515","HR"
"1w7y1h28678y32a","MGI:98397","Src","C57BL","Early adult","ESLIM_008_001_022","0.2491656","Vocalisation"
"1wlr5c9zz69618a","MGI:1914199","Trim59","C57BL","E18.5","IMPC_OFD_011_001","0.5689619","Periphery resting time"
"1wpho841u1vtt4a","MGI:1913790","Fam107b","C57BL","Early adult","IMPC_ACS_006_001","0.4320234","Response amplitude - S"
"1xb5m9w3ghg9l1a","MGI:1095412","Unc5c","C57BL","Late adult","IMPC_DXA_003_001","0.09328701","Lean mass"
"1y437v41p1qtt1a","MGI:1096385","Bcan","C57BL","Late adult","IMPC_ECH_013_001","0.9483151","HR"
"1y5x355rlw3y1ia","MGI:104899","Mob4","C57BL","Early adult","M-G-P_012_001_005","0.1137561","Body Weight"
"1y69zs990mm6y7a","MGI:101813","Coq3","C57BL","Early adult","IMPC_CBC_003_001","0.4837709","Chloride"
"1y8fr84iq53461a","MGI:101813","Coq3","C57BL","E9.5","IMPC_GRS_011_001","0.9177084","Forelimb and hindlimb grip strength normalised against body weight"
"1yhdixwheqpq25a","MGI:1922946","Prpf6","C57BL","Early adult","IMPC_CBC_058_001","0.05806424","Cholesterol ratio"
"1yuya17q1lt9b3a","MGI:1914199","Trim59","C57BL","Early adult","IMPC_EYE_070_001","0.2694335","Left outer nuclear layer"
"1z3ut62293cl7oa","MGI:102844","Mybpc3","C57BL","Early adult","IMPC_EYE_016_001","0.4962399","Lens"
"1zi0525ncv6i44a","MGI:1922776","Eppin","C57BL","Middle aged adult","IMPC_EYE_016_001","0.8415497","Lens"
"1zi85919l5ywboa","MGI:1919880","Hspa12b","C57BL","Early adult","IMPC_CBC_004_001","0.5902072","Urea (Blood Urea Nitrogen - BUN)"
"205cim9g87c3d7a","MGI:1927753","Inpp5e","C57BL","Early adult","IMPC_CSD_078_001","0.2032958","Vocalization"
"20803x096gve2ba","MGI:97324","Nhlh2","C57BL","Early adult","CCP_XRY_019_001","0.07016369","Fusion of vertebrae"
"208i9377d146x5a","MGI:2140361","Slc35d1","C53BL","Early adult","CCP_LDT_004_001","0.1571635","Dark side time spent"
"20c6jh730i23i1a","MGI:1347355","Slc7a11","C57BL","Early adult","MGP_IMM_116_001","0.1798851","Plasma cells - % of CD45+"
"20ffm8zf85515pa","MGI:2139018","Olah","C57BL","Early adult","KMPCLA_GRS_011_001","0.3106878","Forelimb and hindlimb grip strength normalised against body weight"
"20p38trzk8m0z4a","MGI:1922946","Prpf6","C57BL","Early adult","MGP_CSD_068_001","1.250128","Vibrissae"
"2105jn09ks5a49a","MGI:1919128","Fam83d","C57BL","Early adult","IMPC_HEM_008_001","0.07118272","Platelet count"
"2117p274djm43aa","MGI:2684789","Lrsam1","C57BL","Early adult","IMPC_OFD_010_001","0.2095382","Periphery distance travelled"
"2134431le19qw6a","MGI:2384297","Map7d1","C57BL","E9.5","MGP_MLN_066_001","0.1140389","Effector CD4+ T helper cells - % of CD45+"
"213r98w1zv8e3ba","MGI:2443564","Ambra1","C57BL","E12.5","MGP_IMM_116_001","0.5002271","Plasma cells - % of CD45+"
