"parameter_id","parameter_name","parameter_description","procedure_id"
"IMPC_EMA_089_001","Rib","rib",38
"IMPC_EMA_090_001","T1 rib","t1_rib",38
"IMPC_EMA_091_001","Vena cava","vena_cava",38
"IMPC_EMA_092_001","Inferior vena cava","inferior_vena_cava",38
"IMPC_EMA_093_001","Superior vena cava","superior_vena_cava",38
"IMPC_EMA_094_001","Jugular vein","jugular_vein",38
"IMPC_EMA_095_001","Ductus arteriosus","ductus_arteriosus",38
"IMPC_EMA_096_001","Pulmonary valve","pulmonary_valve",38
"IMPC_EMA_097_001","Pulmonary trunk","pulmonary_trunk",38
"IMPC_EMA_098_001","Dorsal aorta","dorsal_aorta",38
"IMPC_EMA_099_001","Ductus venosus","ductus_venosus",38
"IMPC_EMA_100_001","Aorta","aorta",38
"IMPC_EMA_101_001","Aortic valve","aortic_valve",38
"IMPC_EMA_102_001","Heart atrium","heart_atrium",38
"IMPC_EMA_103_001","Heart ventricle","heart_ventricle",38
"IMPC_EMA_104_001","Tricuspid valve","tricuspid_valve",38
"IMPC_EMA_105_001","Mitral valve","mitral_valve",38
"IMPC_EMA_106_001","Interventricular septum","interventricular_septum",38
"IMPC_EMA_107_001","Pericardial cavity","pericardial_cavity",38
"IMPC_EMA_108_001","Pericardium","pericardium",38
"IMPC_EMA_109_001","Main bronchus","main_bronchus",38
"IMPC_EMA_110_001","Bronchus","bronchus",38
"IMPC_EMA_111_001","Right lung cranial lobe","right_lung_cranial_lobe",38
"IMPC_EMA_112_001","Right lung middle lobe","right_lung_middle_lobe",38
"IMPC_EMA_113_001","Right lung caudal lobe","right_lung_caudal_lobe",38
"IMPC_EMA_114_001","Right lung accessory lobe","right_lung_accessory_lobe",38
"IMPC_EMA_115_001","Left lung","left_lung",38
"IMPC_EMA_116_001","Diaphragm","diaphragm",38
"IMPC_EMA_117_001","Peritoneal cavity","peritoneal_cavity",38
"IMPC_EMA_118_001","Liver","liver",38
"IMPC_EMA_119_001","Liver left lobe","liver_left_lobe",38
"IMPC_EMA_120_001","Liver right lobe","liver_right_lobe",38
"IMPC_EMA_121_001","Liver caudate lobe","liver_caudate_lobe",38
"IMPC_EMA_122_001","Gallbladder","gallbladder",38
"IMPC_EMA_123_001","Liver lobar interzone","liver_lobar_interzone",38
"IMPC_EMA_124_001","Pancreas","pancreas",38
"IMPC_EMA_125_001","Stomach","stomach",38
"IMPC_EMA_126_001","Pyloric antrum","pyloric_antrum",38
"IMPC_EMA_127_001","Stomach fundus","stomach_fundus",38
"IMPC_EMA_128_001","Stomach lumen","stomach_lumen",38
"IMPC_EMA_129_001","Small intestine","small_intestine",38
"IMPC_EMA_130_001","Hindgut","hindgut",38
"IMPC_EMA_131_001","Midgut","midgut",38
"IMPC_EMA_132_001","Hip joint","hip_joint",38
"IMPC_EMA_133_001","Femur","femur",38
"IMPC_EMA_134_001","Fibula","fibula",38
"IMPC_EMA_135_001","Tibia","tibia",38
"IMPC_EMA_136_001","Adrenal gland","adrenal_gland",38
"IMPC_EMA_137_001","Kidney","kidney",38
"IMPC_EMA_138_001","Renal calyx","renal_calyx",38
"IMPC_EMA_139_001","Bladder","bladder",38
"IMPC_EMA_140_001","Rectum","rectum",38
"IMPC_EMA_141_001","Spleen","spleen",38
"IMPC_EMA_142_001","Ovary","ovary",38
"IMPC_EMA_143_001","Testes","testes",38
"IMPC_EMA_144_001","Penis","penis",38
"IMPC_EMA_145_001","Circumventricular organ","circumventricular_organ",38
"IMPC_EMA_146_001","Hyoid","hyoid",38
"IMPC_EMA_147_001","Severely dysmorphic","severely_dysmorphic",38
"IMPC_EMA_148_001","Delayed embryonic development","delayed_embryonic_development",38
"IMPC_EMA_149_001","Annotator ID","annotator_id",38
"IMPC_EMA_150_001","Date of Annotation","date_of_annotation",38
"IMPC_ACS_001_001","Response amplitude - BN","response_amplitude_bn",1
"IMPC_ACS_002_001","Response amplitude - PP1","response_amplitude_pp1",1
"IMPC_ACS_003_001","Response amplitude - PP2","response_amplitude_pp2",1
"IMPC_ACS_004_001","Response amplitude - PP3","response_amplitude_pp3",1
"IMPC_ACS_005_001","Response amplitude - PP4","response_amplitude_pp4",1
"IMPC_ACS_006_001","Response amplitude - S","response_amplitude_s",1
"IMPC_ACS_007_001","Response amplitude - PP1_S","response_amplitude_pp1_s",1
"IMPC_ACS_008_001","Response amplitude - PP2_S","response_amplitude_pp2_s",1
"IMPC_ACS_009_001","Response amplitude - PP3_S","response_amplitude_pp3_s",1
"IMPC_ACS_010_001","Response amplitude - PP4_S","response_amplitude_pp4_s",1
"IMPC_ACS_011_001","Light level in chamber","light_level_in_chamber",1
"IMPC_ACS_012_001","Date and time","date_and_time",1
"IMPC_ACS_014_001","Experimenter ID","experimenter",1
"IMPC_ACS_015_001","Startle stimulus","startle_pulse",1
"IMPC_ACS_016_001","Background noise","background_noise",1
"IMPC_ACS_017_001","Pre-pulse stimulus 1","pre_pulse_stimulus_1",1
"IMPC_ACS_018_001","Pre-pulse stimulus 2","pre_pulse_stimulus_2",1
"IMPC_ACS_019_001","Pre-pulse stimulus 3","pre_pulse_stimulus_3",1
"IMPC_ACS_020_001","Pre-pulse stimulus 4","pre_pulse_stimulus_4",1
"IMPC_ACS_021_001","Inter-trial interval","inter_trial_interval",1
"IMPC_ACS_022_001","Number of trials","number_of_trials",1
"IMPC_ACS_023_001","In-chamber adapt time","in_chamber_adapt_time",1
"IMPC_ACS_024_001","Stimulus order","stimulus_order",1
"IMPC_ACS_025_001","Mouse chamber ID","mouse_chamber_id",1
"IMPC_ACS_026_001","Equipment ID","equipment_name",1
"IMPC_ACS_027_001","Equipment manufacturer","equipment_manufacturer",1
"IMPC_ACS_028_001","Equipment model","equipment_model",1
"IMPC_ACS_029_001","Software version","software_version",1
"IMPC_ACS_030_001","Mouse chamber dimension","mouse_chamber_dimension",1
"IMPC_ACS_031_001","Sound generator manufacturer","sound_generator",1
"IMPC_ACS_032_001","Sound-proof box dimension","sound_proof_box_dimension",1
"IMPC_ACS_033_001","% Pre-pulse inhibition - PPI1","_pre_pulse_inhibition_pp1",1
"IMPC_ACS_034_001","% Pre-pulse inhibition - PPI2","_pre_pulse_inhibition_pp2",1
"IMPC_ACS_035_001","% Pre-pulse inhibition - PPI3","_pre_pulse_inhibition_pp3",1
"IMPC_ACS_036_001","% Pre-pulse inhibition - PPI4","_pre_pulse_inhibition_pp4",1
"IMPC_ACS_037_001","% Pre-pulse inhibition - Global","_pre_pulse_inhibition_global",1
"IMPC_ACS_038_001","Date equipment last calibrated","date_equipment_last_calibrated",1
"IMPC_ACS_013_001","Inter PP-S stimulus interval","inter_pp-s_stimulus_interval",1
"IMPC_ACS_039_001","Sound generator model","sound_generator_model",1
"IMPC_ECG_001_001","Number of signals","number_of_signals",10
"IMPC_ECG_002_001","HR","hr",10
"IMPC_ECG_003_001","CV","cv",10
"IMPC_ECG_004_001","RR","rr",10
"IMPC_ECG_005_001","PQ","pq",10
"IMPC_ECG_006_001","PR","pr",10
"IMPC_ECG_007_001","QRS","qrs",10
"IMPC_ECG_008_001","ST","st",10
"IMPC_ECG_010_001","HRV","hrv",10
"IMPC_ECG_012_001","Mean SR amplitude","mean_sr_amplitude",10
"IMPC_ECG_013_001","Mean R amplitude","mean_r_amplitude",10
"IMPC_ECG_014_001","rMSSD","rmssd",10
"IMPC_ECG_015_001","pNN5(6>ms)","pnn5(6>ms)",10
"IMPC_ECG_016_001","Equipment ID","equipment_id",10
"IMPC_ECG_017_001","Equipment Manufacturer","equipment_manufacturer",10
"IMPC_ECG_018_001","Equipment Model","equipment_model",10
"IMPC_ECG_019_001","Anesthetic","anesthetic",10
"IMPC_ECG_020_001","Experimenter ID","experimenter_id",10
"IMPC_ECG_021_001","Noise level","noise_level",10
"IMPC_ECG_022_001","Light level","light_level",10
"IMPC_ECG_023_001","Date equipment last calibrated","date_equipment_last_calibrated",10
"IMPC_ECG_009_002","QTc","qtc",10
"IMPC_ECG_024_001","Analysis Software","analysis_software",10
"IMPC_ECG_025_001","Waveform Image","waveform_image",10
"IMPC_ECG_026_001","Waveform Image Comment","Free text comment on the waveform image. Use parameterAssociation of the image parameter to link to this text.",10
"IMPC_ECG_027_001","Lead Configuration","lead_configuration",10
"IMPC_ECG_028_001","QT","qt",10
"IMPC_ECG_029_001","QT Dispersion","qt_dispersion",10
"IMPC_ECG_030_001","Data acquisition sampling rate","data_acquisition_sampling_rate",10
"IMPC_ECG_031_001","Abnormal ECG detected","abnormal_ecg_detected",10
"IMPC_PAT_001_002","Brain","brain",26
"IMPC_PAT_002_002","Eye with optic nerve","eye_with_optic_nerve",26
"IMPC_PAT_003_002","Spinal cord","spinal_cord",26
"IMPC_PAT_004_002","Thymus","thymus",26
"IMPC_PAT_005_002","Thyroid","thyroid",26
"IMPC_PAT_006_002","Heart","heart",26
"IMPC_PAT_007_002","Trachea","trachea",26
"IMPC_PAT_008_002","Esophagus","esophagus",26
"IMPC_PAT_009_002","Lung","lung",26
"IMPC_PAT_010_002","Liver","liver",26
"IMPC_PAT_011_002","Gall bladder","gall_bladder",26
"IMPC_PAT_012_002","Stomach","stomach",26
"IMPC_PAT_013_002","Small intestine","small_intestine",26
"IMPC_PAT_014_002","Large intestine","large_intestine",26
"IMPC_PAT_015_002","Pancreas","pancreas",26
"IMPC_PAT_016_002","Spleen","spleen",26
"IMPC_PAT_017_002","Kidney","kidney",26
"IMPC_PAT_018_002","Adrenal gland","adrenal_gland",26
"IMPC_PAT_019_002","Mammary gland","mammary_gland",26
"IMPC_PAT_020_002","Lymph node","lymph_node",26
"IMPC_PAT_021_002","Skin","skin",26
"IMPC_PAT_022_002","Skeletal muscle","skeletal_muscle",26
"IMPC_PAT_023_002","Urinary bladder","urinary_bladder",26
"IMPC_PAT_024_002","Testes","testes",26
"IMPC_PAT_025_002","Epididymis","epididymis",26
"IMPC_PAT_026_002","Prostate","prostate",26
"IMPC_PAT_027_002","Seminal vesicle","seminal_vesicles",26
"IMPC_PAT_028_002","Ovary","ovary",26
"IMPC_PAT_029_002","Uterus","uterus",26
"IMPC_PAT_049_002","Body Weight","body_weight",26
"IMPC_PAT_057_002","Images","images",26
"IMPC_PAT_032_002","Comments (in English)","General comments, in English",26
"IMPC_PAT_052_002","Experimenter ID","experimenter",26
"IMPC_PAT_054_002","Method of sacrifice","sacrifice",26
"IMPC_PAT_055_002","Method of Blood Collection","blood_collection",26
"IMPC_PAT_056_002","Equipment ID","equipment_name",26
"IMPC_PAT_058_002","Fixative","fixative",26
"IMPC_PAT_059_002","Date equipment last calibrated","date_equipment_last_calibrated",26
"IMPC_PAT_060_002","Equipment manufacturer","equipment_manufacturer",26
"IMPC_PAT_061_002","Equipment model","equipment_model",26
"IMPC_PAT_030_002","Date of sacrifice","date_of_sacrifice",26
"IMPC_PAT_031_002","ID for sample banking protocol","ID for center-specific cassette processing protocol",26
"IMPC_PAT_033_001","Balance manufacturer","balance_manufacturer",26
"IMPC_PAT_034_001","Balance model","balance_model",26
"IMPC_PAT_035_001","Camera resolution","camera_resolution",26
"IMPC_PAT_036_001","Eye fixative","eye_fixative",26
"IMPC_PAT_062_001","Salivary gland","salivary_gland",26
"IMPC_PAT_063_001","Sternum","sternum",26
"IMPC_PAT_064_001","Femur","femur",26
"IMPC_PAT_065_001","Bone marrow","bone_marrow",26
"IMPC_PAT_066_001","Brown fat","brown_fat",26
"IMPC_PAT_067_001","Tibia","tibia",26
"IMPC_PAT_068_001","Knee joint","knee_joint",26
"IMPC_PAT_069_001","Trigeminal V nerve","trigeminal_v_nerve",26
"IMPC_PAT_070_001","Nasal cavity","nasal_cavity",26
"IMPC_PAT_071_001","Ear","ear",26
"IMPC_PAT_072_001","Tooth","tooth",26
"IMPC_PAT_073_001","Tongue","tongue",26
"IMPC_PAT_074_001","Sciatic nerve","sciatic_nerve",26
"IMPC_PAT_075_001","Bone","bone",26
"IMPC_PAT_076_001","Tissue available for distribution","Are there tissue blocks available for distribution?",26
"IMPC_ECG_009_001","QTc","qtc",10
"IMPC_ECG_011_001","QTc Dispersion","qtc_dispersion",10
"IMPC_MAA_001_001","Population average","population_average",37
"IMPC_MAA_002_001","T-statistics determinents","t-statistics_determinents",37
"IMPC_MAA_003_001","T-statistics intensities","t-statistics_intensities",37
"IMPC_MAA_004_001","FDR thresholds for determinents","fdr_thresholds_for_determinents",37
"IMPC_MAA_005_001","FDR thresholds for intensities","fdr_thresholds_for_intensities",37
"IMPC_MAA_006_001","Used WT specimen names","used_wt_specimen_names",37
"IMPC_MAA_007_001","Used MUT specimen names","used_mut_specimen_names",37
"IMPC_MAA_008_001","Version of pydpiper","version_of_pydpiper",37
"IMPC_MAA_009_001","Data analysis finished","data_analysis_finished",37
"IMPC_GEM_007_001","Pericardium Morphology","pericardium_morphology",18
"IMPC_GEM_017_001","Visceral yolk sac morphology","visceral_yolk_sac_morphology",18
"IMPC_GEM_019_001","Embryo Size","embryo_size",18
"IMPC_GEM_021_001","Ear Morphology","abnormal_ear_morphology",18
"IMPC_GEM_024_001","Skin Appearance","skin_appearance",18
"IMPC_GEM_027_001","Limb Bud Morphology","limb_bud_morphology",18
"IMPC_GEM_028_001","Limb Plate Morphology","limb_plate_morphology",18
"IMPC_GEM_029_001","Tail Morphology","tail_morphology",18
"IMPC_GEM_032_001","Liver Size","liver_size",18
"IMPC_GEM_036_001","Neural Tube Closure","neural_tube_closure",18
"IMPC_GEM_041_001","Eye Morphology","eye_morphology",18
"IMPC_GEM_047_001","Head shape","head_shape",18
"IMPC_GEM_048_001","Comment on image","comment_on_image",18
"IMPC_GEM_049_001","Images","images",18
"IMPC_GEM_050_001","Experimenter ID","experimenter_id",18
"IMPC_GEM_051_001","Equipment ID","equipment_id",18
"IMPC_GEM_052_001","Equipment Manufacturer","equipment_manufacturer",18
"IMPC_GEM_053_001","Equipment Model","equipment_model",18
"IMPC_GEM_054_001","Fixative","fixative",18
"IMPC_GEM_055_001","Time of Dissection","time_of_dissection",18
"IMPC_GEM_056_001","Somite Stage","somite_stage",18
"IMPC_GEM_057_001","Time of dark cycle start","time_of_dark_cycle_start",18
"IMPC_GEM_058_001","Time of dark cycle end","time_of_dark_cycle_end",18
"IMPC_GEM_059_001","Date equipment last calibrated","date_equipment_last_calibrated",18
"IMPC_GEM_016_002","Pale yolk sac","pale_yolk_sac",18
"IMPC_GEM_025_002","Pallor","pallor",18
"IMPC_GEM_026_002","Blebs","blebs",18
"IMPC_GEM_033_002","Pale Liver","pale_liver",18
"IMPC_GEM_043_002","Microphthalmia","microphthalmia",18
"IMPC_GEM_044_002","Anophthalmia","anophthalmia",18
"IMPC_GEM_060_001","Severely Dysmorphic","severely_dysmorphic",18
"IMPC_GEM_061_001","Abdominal wall","abdominal_wall",18
"IMPC_GEM_062_001","Craniofacial morphology","craniofacial_morphology",18
"IMPC_GEM_063_001","Facial cleft","facial_cleft",18
"IMPC_GEM_064_001","Facial hypoplasia","facial_hypoplasia",18
"IMPC_GEM_065_001","Heart looping","heart_looping",18
"IMPC_GEM_066_001","Heart morphology","heart_morphology",18
"IMPC_GEM_067_001","Left-right axis patterning","left-right_axis_patterning",18
"IMPC_GEM_068_001","Forebrain morphology","forebrain_morphology",18
"IMPC_GEM_069_001","Hindbrain morphology","hindbrain_morphology",18
"IMPC_GEM_070_001","Midbrain morphology","midbrain_morphology",18
"IMPC_GEM_071_001","Microcephaly","microcephaly",18
"IMPC_GEM_072_001","Rostal-caudal patterning","rostal-caudal_patterning",18
"IMPC_GEM_073_001","Vascular morphology","vascular_morphology",18
"IMPC_GEM_074_001","CRL","crl",18
"IMPC_GEM_075_001","Delayed embryonic development","delayed_embryonic_development",18
"IMPC_GEM_076_001","Edema","edema",18
"IMPC_GEM_077_001","Hemorrhage","hemorrhage",18
"IMPC_GEM_078_001","Polydactyly","polydactyly",18
"IMPC_GEM_079_001","Exencephaly","exencephaly",18
"IMPC_CAL_001_001","Body weight before experiment","body_weight_before_experiment",32
"IMPC_CAL_002_001","Body weight after experiment","body_weight_after_experiment",32
"IMPC_CAL_003_001","Oxygen consumption","oxygen_consumption",32
"IMPC_CAL_004_001","Carbon dioxide production","carbon_dioxide_production",32
"IMPC_CAL_005_001","Heat production (metabolic rate)","heat_production_metabolic_rate_",32
"IMPC_CAL_006_001","Ambulatory activity  (no. of beam cuts)","ambulatory_activity_no_of_beam_cuts_",32
"IMPC_CAL_007_001","Total activity  (no. of fine movement + no. of beam cuts)","total_activity_no_of_fine_movement_no_of_beam_cuts_",32
"IMPC_CAL_008_001","Total food intake","total_food_intake",32
"IMPC_CAL_009_001","Cumulative food intake","cumulative_food_intake",32
"IMPC_CAL_010_001","Time of dark cycle start","The starting time of the dark cycle. E.g. 7 p.m.",32
"IMPC_CAL_011_001","Room temperature","room_temperature",32
"IMPC_CAL_012_001","Acclimation to respirometry cages","acclimation_to_respirometry_cages",32
"IMPC_CAL_013_001","Duration of test","duration_of_test",32
"IMPC_CAL_014_001","Equipment ID","equipment_name",32
"IMPC_CAL_015_001","Equipment manufacturer","equipment_manufacturer",32
"IMPC_CAL_016_001","Equipment model","equipment",32
"IMPC_CAL_017_001","Respiratory Exchange Ratio","respiratory_exchange_ratio",32
"IMPC_CAL_018_001","Experimenter ID","experimenter_id",32
"IMPC_CAL_019_001","Date equipment last calibrated","date_equipment_last_calibrated",32
"IMPC_CAL_020_001","Time of dark cycle end","The ending time of the dark cycle. E.g. 7 a.m.",32
"IMPC_CAL_021_001","Total water intake","total_water_intake",32
"IMPC_CAL_022_001","Cumulative water intake","cumulative_water_intake",32
"IMPC_ECH_001_001","End-Systolic Diameter","end-systolic_diameter",9
"IMPC_ECH_002_001","End-Diastolic Diameter","end-diastolic_diameter",9
"IMPC_ECH_003_001","Stroke Volume","stroke_volume",9
"IMPC_ECH_004_001","Ejection Fraction","ejection_fraction",9
"IMPC_ECH_005_001","Fractional Shortening","fractional_shortening",9
"IMPC_ECH_006_001","Cardiac Output","cardiac_output",9
"IMPC_ECH_007_001","LVAWd","lvawd",9
"IMPC_ECH_008_001","LVIDd","lvidd",9
"IMPC_ECH_009_001","LVPWd","lvpwd",9
"IMPC_ECH_010_001","LVAWs","lvaws",9
"IMPC_ECH_011_001","LVIDs","lvids",9
"IMPC_ECH_012_001","LVPWs","lvpws",9
"IMPC_ECH_013_001","HR","hr",9
"IMPC_ECH_014_001","Body Temp","body_temp",9
"IMPC_ECH_015_001","VTI of aortic flow (Pulse wave doppler mode)","vti_of_aortic_flow_(pulse_wave_doppler_mode)",9
"IMPC_ECH_016_001","Aortic diameter (Dao)","aortic_diameter_(dao)",9
"IMPC_ECH_017_001","Tpeak Tend Interval","tpeak_tend_interval",9
"IMPC_ECH_018_001","Respiration Rate","respiration_rate",9
"IMPC_ECH_019_001","Equipment ID","equipment_id",9
"IMPC_ECH_020_001","Equipment Manufacturer","equipment_manufacturer",9
"IMPC_ECH_021_001","Equipment Model","equipment_model",9
"IMPC_ECH_022_001","Anesthetic","anesthetic",9
"IMPC_ECH_023_001","Experimenter ID","experimenter_id",9
"IMPC_ECH_024_001","Date equipment last calibrated","date_equipment_last_calibrated",9
"IMPC_ECH_025_001","M-Mode Images","m-mode_images",9
"IMPC_CBC_001_001","Sodium","sodium",7
"IMPC_CBC_002_001","Potassium","potassium",7
"IMPC_CBC_003_001","Chloride","chloride",7
"IMPC_CBC_004_001","Urea (Blood Urea Nitrogen - BUN)","urea",7
"IMPC_CBC_005_001","Creatinine","creatinine_enzymatic_method_preferred_",7
"IMPC_CBC_006_001","Total protein","total_protein",7
"IMPC_CBC_007_001","Albumin","albumin",7
"IMPC_CBC_008_001","Total bilirubin","total_bilirubin",7
"IMPC_CBC_009_001","Calcium","calcium",7
"IMPC_CBC_010_001","Phosphorus","phosphate",7
"IMPC_CBC_011_001","Iron","iron",7
"IMPC_CBC_012_001","Aspartate aminotransferase","aspartate_aminotransferase",7
"IMPC_CBC_013_001","Alanine aminotransferase","alanine_aminotransferase",7
"IMPC_CBC_014_001","Alkaline phosphatase","alkaline_phosphatase",7
"IMPC_CBC_015_001","Total cholesterol","total_cholesterol",7
"IMPC_CBC_016_001","HDL-cholesterol","hdl_cholesterol",7
"IMPC_CBC_017_001","Triglycerides","triglycerides",7
"IMPC_CBC_018_001","Glucose","glucose",7
